bar_name	bar_id	country	item_name	price	category
The Brew Bar Grill	b6011a39-9481-4e14-a787-49125f95d2da	Malta	Sausage Mix	18	HOUSE SPECIALS
The Brew Bar Grill	b6011a39-9481-4e14-a787-49125f95d2da	Malta	Sparkling Water	2.1	BEVERAGES
The Brew Bar Grill	b6011a39-9481-4e14-a787-49125f95d2da	Malta	Sprite (250ml)	2.85	BEVERAGES
The Brew Bar Grill	b6011a39-9481-4e14-a787-49125f95d2da	Malta	Steakhouse Burger	16.95	DRY AGED BEEF BURGERS
The Brew Bar Grill	b6011a39-9481-4e14-a787-49125f95d2da	Malta	Still Water	2.85	BEVERAGES
The Brew Bar Grill	b6011a39-9481-4e14-a787-49125f95d2da	Malta	The American Classic	15.95	DRY AGED BEEF BURGERS
The Brew Bar Grill	b6011a39-9481-4e14-a787-49125f95d2da	Malta	The Big Chicken Wing Platter	39	PLATTERS
The Brew Bar Grill	b6011a39-9481-4e14-a787-49125f95d2da	Malta	The Brew Platter	39.95	PLATTERS
The Brew Bar Grill	b6011a39-9481-4e14-a787-49125f95d2da	Malta	The Brew Truffle Burger	20.95	DRY AGED BEEF BURGERS
The Brew Bar Grill	b6011a39-9481-4e14-a787-49125f95d2da	Malta	The Godfather	16.95	DRY AGED BEEF BURGERS
The Brew Bar Grill	b6011a39-9481-4e14-a787-49125f95d2da	Malta	Tonic Water	2.85	BEVERAGES
The Brew Bar Grill	b6011a39-9481-4e14-a787-49125f95d2da	Malta	Tres Tacos	16	APPETIZERS
The Brew Bar Grill	b6011a39-9481-4e14-a787-49125f95d2da	Malta	Valletta 2018 (1L)	9	HOMEMADE BEER
The Brew Bar Grill	b6011a39-9481-4e14-a787-49125f95d2da	Malta	Valletta 2018 (2L)	17	HOMEMADE BEER
The Brew Bar Grill	b6011a39-9481-4e14-a787-49125f95d2da	Malta	Veggie Burger	12.95	BURGERS
